name,status
Bid On Energy,operating
BidFlyer,operating
BidRazor,operating
BidToTrip,operating
BiddingForGood,operating
Bidu Corretora,operating
Bidz Direct,operating
Big Bears Recycling,operating
Big Data for Humans,operating
Big Frame,operating
Big Fuel,operating
Big Six,operating
Big Stage,operating
Big Super Search,operating
Big Unlimited,operating
BigBear Network,operating
BigTwist,operating
Bigfoot Networks,operating
BiggiFi,operating
Bigpoint,operating
Bigvest,operating
Bilişim İnovasyon A.Ş.,operating
Bill's Transport,operating
Billabong International,operating
Billaway,operating
Billetto,operating
Billfish Software,operating
Bilna,operating
Bin1 ATE,operating
BinWise,operating
BinaryVR,operating
Bingo.com,operating
Bio-Adhesive Alliance,operating
Bio-Intervention Specialists,operating
Bio2 Technologies,closed
BioBots,operating
BioCellection,operating
BioCurity,operating
BioDerm,operating
BioFire Diagnostics,operating
BioKier,operating
BioLeap,operating
BioMARC,operating
BioMedFlex,operating
BioMimetic Therapeutics,operating
BioMimetix Pharmaceutical,operating
BioMotiv,operating
BioPheresis,operating
BioProcessors,operating
BioRegenerative Sciences,operating
BioRestorative Therapies,operating
BioSET,operating
BioScience,operating
BioSculpture Technology,operating
BioSeek,operating
BioSilta,operating
BioStable,operating
BioTrove,operating
BioVigilant Systems,operating
BioViva USA,operating
Bioapter,operating
BiocroÃ­,operating
Biodico,operating
Biogen Gwyriad,operating
Bioincept,operating
BiolineRx,operating
Biome,operating
Biomedica Management,operating
BiometryCloud,operating
Bionaut Pharmaceuticals,operating
Bioniq Health,operating
Biopsych Health Systems,operating
Biorasis,operating
Bioserie,operating
Biospect,operating
Biosport Athletechs,operating
Biostorage Technologies,operating
Biotech Varsovia Pharma,operating
Biotz,operating
Biovation Holdings,operating
Bioventus,operating
Biowater Technology,operating
Bipbop,operating
Birch Communications,operating
Birchstreet Systems,operating
Birdhouse for Autism,operating
Birdi,operating
Birdland Software,operating
Birdleaf,operating
Birdly,operating
BitArts Labs,operating
BitCalm,operating
BitGravity,operating
BitInstant,operating
BitPesa,operating
BitPoster,operating
BitStash,operating
BitWall,operating
BitWave,operating
BitX,operating
Bitave Lab,operating
Bitext,closed
Bitsmith Games,operating
Bitstamp,operating
Bitstrips,operating
Bitt,operating
Bitvore,operating
Bixti.com,operating
BizBashFunding,operating
BizGround,operating
Bizfi,operating
Bizible,operating
Bizo,operating
Bizongo,operating
Bizpora,operating
Black Diamond Minerals,operating
Black Diamond Productions,operating
Black Drumm,operating
Black Ocean,operating
Black Rhino Group,operating
Black Sand Technologies,operating
BlackBridge,operating
BlackLocus,operating
BlackStar Technologies,operating
Blackaeon International,operating
Blackstar Amplification,operating
Blackstone Technology Group,operating
BladeLogic,operating
Blatrix Limited,operating
Blausen Medical,operating
Blaze,operating
Blaze.io,operating
Bleacher Report,operating
Blendagram,operating
Blendle,operating
Bleu comme Gris,operating
Blink Booking,operating
Blink Messenger,operating
Blink for iPhone and Android,operating
"Blink, Inc.",operating
Blinkit,operating
Blipify,operating
Blisby,operating
Blispay.,operating
Bliss,operating
Blissful Feet Dance Studio,operating
Blitz Studios,operating
Blitz X Performance Instruments,operating
BlitzLocal,operating
BlockCypher,operating
BlogCN,operating
BlogHer,operating
Blogo,operating
Blomming,operating
Blooie,operating
Bloom & Wild,operating
BloomThat,operating
Bloomage BioTechnology Corporation Limited,operating
Bloomerang,operating
Bloompop,operating
"Bloomz, Inc.",operating
Blooom,operating
Bloson,operating
Blossom Records,operating
Blowhorn,operating
Blownaway,operating
Blu Homes,operating
BluEarth Renewables,operating
Bluapp,operating
Blue Apron,operating
Blue Bridge Technologies,operating
Blue Dolphin Textile,operating
Blue Focus PR Consulting,operating
Blue Frog Robotics,operating
Blue Gold Foods,operating
Blue Marble Materials,operating
Blue Origin,operating
Blue Palace Enterprise,operating
Blue Photo Stories,operating
Blue River Technology,operating
Blue Saint,operating
Blue Triangle Technologies,operating
Blue Vector Systems,operating
Blue Water Satellite,operating
BlueAnatomy,operating
BlueArc,operating
"BlueInGreen, LLC",operating
BlueLithium,operating
BlueMessaging,operating
BluePoint Security™,operating
BlueShift Labs,operating
BlueSpace,operating
BlueSwarm,operating
BlueTurtleBio Technologies,operating
BlueWare,operating
BlueWhale,operating
Bluedice Studio,operating
Blueheath Holdings,operating
Bluescop,operating
Blueseed,operating
Blueshift International Materials,operating
Bluesmart,operating
Bluesocket,operating
Bluespec,operating
Bluetest,operating
Bluewater Bio,operating
Blune,operating
Blurrt,operating
Blyncsy,operating
Bnocular,operating
BoardProspects,operating
Boaterfly,operating
Bobex.com,operating
Bodhicrew Services,operating
Body Central,operating
Body Details,operating
Body Labs,operating
BodyBoss,operating
Boldomatic SA,operating
BollingoBlog,operating
Bolsa de Mulher Group,operating
Bolt Threads,operating
BombBomb,operating
Bomedus,operating
Bon'App,operating
Bond Street,operating
BondIT,operating
Bonfire Wings,operating
Bonial International Group,operating
Bonovo Orthopedics,operating
Bonsai AI,operating
Bontact,operating
Bonush,operating
BonzerDarg,operating
BooRah,operating
Book A Boat,operating
Book Buyback,operating
Book of Odds,operating
Book&Table,operating
BookBottles,operating
BookBub,operating
BookDoc,operating
BookFresh,operating
BookKeeping Express,operating
BookMyForex.com,operating
BookingSync,operating
BookitLyst,operating
Bookity,operating
Bookkeepity,operating
Booklr,operating
Bookmycab,operating
Booksy,operating
Boolino,operating
Boom Financial,operating
Boomerang Commerce,operating
"Boomerang Financial, inc.",operating
Boosket,operating
Boost My Ads,operating
BoostSuite,operating
Bootup Labs,operating
BorderJump,operating
BorderX Lab,operating
Borderfree,operating
Borean Pharma,operating
Borqs,operating
Borrego Solar Systems,operating
BorrowMyDoggy,operating
Borrowing Magnolia,operating
Boss Controls,operating
Bostan Research,operating
Boston Medical Center,operating
Boston Micromachines,operating
Boston Power,operating
Boston Technologies,operating
Bostwick Laboratories,operating
Botego,operating
Botlink,operating
Bounce - Fixed Fare Cabs,operating
Bounce Imaging,operating
Boundless Network,operating
"Boundless Spatial, Inc.",operating
Bountii,operating
BountyHunter,operating
Bourn Hall Clinic,operating
Boutique Window,operating
Boutir,operating
Bownty,operating
BoxCat,operating
BoxFox,operating
Boxaroo for eBay,operating
Boxed,operating
Boxee,operating
Bplats,operating
Bquate,closed
BrabbleTV.com LLC,operating
Brabeion Software,operating
Braclet,operating
Bradshaw Propulsion,operating
BragThis.com,operating
Bragi,operating
Brain Sentry,operating
BrainRush,operating
"BrainStorm, Inc.",operating
Brainiac TV,operating
Brainient,operating
Brainlike,operating
Brainquake,operating
Brainrack,operating
Brainspace Corporation,operating
Brainz Games,operating
"Brand Value Accelerator, LLC",operating
BrandProject,operating
Brandsclub,operating
Brandtone,operating
Brandwatch,operating
Brandwood Global,operating
Branham properties,operating
Brave Software,operating
Brazil Plus,operating
Brazil Tower Company,operating
Brazzlebox,operating
Breadcrumbtracking,operating
Breaker,operating
Breaking Media,operating
Breezeworks,operating
Breezie,operating
Breezy,operating
BrickVest,operating
Brickflow,operating
Bricksolve,operating
Brickstream,operating
Bridesandlovers.com,operating
Bridge International Academies,operating
BridgePoint Medical,operating
Bridgecrest Medical,operating
BrieFix,operating
BriefCam,operating
Bright Power,operating
Bright Willow,operating
Bright.com,operating
BrightFunnel,operating
BrightLocker,operating
BrightSide Software,closed
Brightcove K.K.,operating
Brightergy,operating
"Brightleaf Solutions, Inc.",operating
Brighton Biotech,operating
BringShare,operating
Bringg,operating
Bringhub,closed
Brisk Synergies,operating
Bristlr,operating
Brite Health,operating
Brix Networks,operating
Bro4u.com,operating
Broad Street Maps,operating
BroadHop,operating
BroadLogic Network Technologies,operating
BroadSoft,operating
BroadWare Technologies,operating
Broadband Access Systems,operating
Broadband Networks Wireless Internet,operating
Broadband Voice,operating
Broadcast.mobi,operating
Broadcastr,operating
Broadchoice,operating
Broadlane,operating
Broadswords,operating
Broadview Networks,operating
Broadway Networks,operating
Broccol-e-games,operating
Broex.in,operating
Broken Envelope Productions,operating
Broker Better,operating
Bromium,operating
"Broncus Technologies, Inc.",operating
Brookstone,operating
Browns-Hall Gardner,operating
Browsarity,operating
Browz,operating
Brys & Edgewood,operating
Bswift,operating
Btarget,operating
Bubbles,operating
Buck Mason,operating
Buckley & Brown,operating
Bucky Box,operating
Buddytruk,operating
BudgetSimple,operating
Budo Finder,operating
Bueda,operating
Bueeno,closed
Buena Park Locksmith,operating
Bueroservice24,operating
Bug Bounty HQ,operating
Bug Music,operating
BugBuster,operating
Bugcrowd,closed
Buggl,operating
BuildForge,operating
Building Our Community,operating
BuildingSearch.com,operating
Buildingeye,operating
Built.io,operating
Bujbu,operating
Bulb,operating
Bulletproof Group Limited,operating
Bullitt Group,operating
BullseyeEngagement,operating
Bunch,operating
Bundle It,operating
Bundlr,operating
Bungles Jungles,operating
Bunkspeed,operating
Bunny Inc.,operating
Buoyant,operating
Bureau Of Trade,operating
"BurnThis, Inc.",operating
Burning Glass Technologies,operating
Burst Online Entertainment,operating
Burst.it,operating
BurstPoint Networks,operating
Bus Radio,operating
Bushido,operating
Business Box Ltd,operating
Business Insider,operating
Business e via Italy,operating
BusyEvent,operating
BusyLife Software,operating
Butlr,operating
Butterfly Health,operating
Button,operating
Buy.On.Social,operating
BuyHappy,operating
BuyHatke,operating
BuyMyTronics.com,operating
BuyPlayWin,operating
BuyRentKenya.com,operating
BuyerMLS,operating
Buying Butler,operating
Buyt.In,operating
Buytech,operating
Buzz Lanes,operating
Buzz Media,operating
BuzzTale,operating
Buzzd,operating
Buzzero,operating
Buzztala,operating
Buzzwire,operating
Bwareit,operating
Bwom,operating
Byban,operating
Byliner,operating
ByteShield,operating
C-Note,operating
C-way,operating
C12 Energy,operating
C1X,operating
C2 Therapeutics,operating
C2FO,operating
C3 Jian,operating
C3 Metrics,operating
C3 Online Marketing,operating
C3RS,operating
C4Robo,operating
C7 Data Centers,operating
C7 Group,operating
CAMAC Energy,operating
CAN Capital,operating
CAPE Technologies,operating
CAREMAKER,operating
CARsgen Therapeutics,operating
CASI Pharmaceuticals,operating
CBCA,operating
CBG Holdings,operating
CCBR-SYNARC,operating
CCP Games,operating
CCRM,operating
CCS Holding,operating
CCURE,operating
CDI Bioscience,operating
CDNlion,operating
CDP,operating
CDx Life,operating
CE2 Carbon Capital,operating
CEGA Innovations,operating
CENTRI Technology,operating
CENX,operating
CEVEC Pharmaceuticals,operating
CFRA,operating
CGI Pharmaceuticals,operating
CHARLES & COLVARD LTD,operating
CIDCO,operating
CIHI,operating
CITIC Information Development,operating
CLARED,operating
CLAY INDOOR SPORTS PLEX,operating
CLEAN CORP JANITORIAL,operating
CLO Virtual Fashion Inc,operating
CMGE,operating
CMS Global Technologies,operating
CNE Productions,operating
CO Space,operating
COADE,operating
COINPLUS,operating
COPRIX media BG,operating
CORDANT HEALTH SOLUTIONS,operating
CORWIL Technology,operating
CPAP TotalCare,operating
CRAM Worldwide,operating
CREATETHE GROUP,operating
CRESCEL,operating
CRISPR THERAPEUTICS,operating
CRITICAL TECHNOLOGIES,operating
CROWDY HOUSE,operating
CRX Markets,operating
CS-Keys,operating
CSD E.P. Water Service,operating
CSDN,operating
CSRware,operating
CSS Corp,operating
CTRLio,operating
CTS Media,operating
"CUBED, Inc.",operating
CUJO,operating
CUPP Computing,operating
CUPS,operating
CURRENT,closed
CWR Mobility,operating
CXR Biosciences,operating
Cabeo,operating
CaddySnack,operating
Cadec Global,operating
Cadence Pharmaceuticals,operating
CadenceMD,operating
Cadiou Engineering Services,operating
Caesarea Medical Electronics,operating
CafeMom,operating
Cahootify,operating
Cake Technologies,operating
CalReply,operating
Calabrio,operating
Calient Technologies,operating
Califia Farms,operating
California Arts Council,operating
Caliper Life Sciences,operating
Calista Technologies,operating
Calistoga Pharmaceuticals,operating
Calithera Biosciences,operating
Calix,operating
CallAround,operating
Callaway Digital Arts,operating
Calligo,operating
Callvine,operating
Calm.io,operating
CalmSea,operating
Calnex Solutions,operating
Calolo,operating
Calporta Therapeutics,operating
Calypto Design Systems,operating
Calysta Energy,operating
CamPlex,operating
Camaloon,operating
Cambridge Clean Energy Ltd.,operating
Cambridge Devices,operating
Cambridge Executive Enterprises,operating
Cambridge Quantum Computing Limited,operating
Cambridge Technology Reports,operating
Camelot Information Systems,operating
Camino Financial,operating
Camio,operating
Camnutra Limited,operating
CampaignAbility,operating
Campalyst,operating
Campanja,operating
Campus Auto Fair .Com,operating
Campus Diaries,operating
Campus Shift,operating
Campus Society,operating
CampusBolt,operating
CampusKudos,operating
CanFite BioPharma,operating
CanadaStays.com,operating
Canatu,closed
Cancer Genetics,operating
Cancer Therapy and Research Center,operating
CancerGuide Diagnostics,operating
CancerIQ,operating
Candescent Healing,operating
Candescent SoftBase,operating
Canevaflor,operating
Cannonball Corporation,operating
CannyKart.com,operating
CanopyBoulder,operating
Cantargia,operating
Canvas,operating
Canvas Networks,operating
CanvasFilp,operating
Capcom,operating
Cape Clear Software,operating
Cape Wind,operating
Capee group,operating
